ID Nobs Nfilt obs_first theta_E	mb		dt_input 
SN892 5 3 60276.332703511194 0.20062554278489692 22.88388501345534 8.980705561932572
SN894 4 2 60722.18319386974 0.7567908185501111 23.614187636611103 49.36946470971077
SN895 14 4 61272.292597842985 0.22357780538775732 22.61992443452479 9.18172780122276
SN896 4 3 60301.248081838676 0.5202400025484952 23.395614603056963 243.89964190879965
SN898 8 4 60686.29253628216 0.4721850806484955 22.796550680438656 17.313645775258575
SN899 11 4 60387.39225781818 0.5831778887207049 22.63149537396596 12.139493836291734
SN904 7 4 60625.22489139172 1.808383890019982 21.141698134787426 9.116945720752984
SN909 16 4 61075.32269344427 1.1247248451471492 22.8980416718872 30.66328113315163
SN912 6 5 61044.13600662127 0.9021295425409829 21.95898526157839 31.618347040200106
SN913 10 3 60797.3958963583 1.0526340608507092 22.880603683904436 37.81328380920835
SN917 15 4 60952.280117784074 0.6856840951793993 22.49962004584531 50.23918866797704
SN919 22 4 60865.44255592855 0.5360896011982219 22.757999572521406 31.680000943636664
SN922 9 4 61064.313221644035 0.2744407991156174 23.50195250934226 29.226384536553628
SN923 11 4 60334.276830348026 1.6234314947405062 21.59989843723071 12.987419312166736
SN925 6 4 60448.343244970245 0.6340848036096985 22.19412221877797 3.7165419536243256
SN926 12 4 60986.127114321345 0.16048373406804756 23.568676743706483 1.3398689912367132
SN933 5 3 61106.3876502613 0.23587012678809147 21.255063137925173 3.0900291627207626
SN936 2 2 60267.29982034145 0.27477402833102516 22.429117039541463 3.539819208666077
SN938 11 3 60368.36046603353 0.2532456418369537 23.390081158104863 14.625616715270413
SN940 12 5 61090.37439122331 0.4007460972471908 22.024720789490694 55.51231724696241
SN942 3 2 60587.358859291955 0.7210664591969902 22.617161237318022 12.554780863758186
SN945 9 3 60450.198643922384 0.5983397755559346 23.55655403612033 43.988429733976616
SN946 8 3 60684.30368754186 0.3691255322886396 22.893705551601073 24.751229366754817
SN953 7 4 61277.3154820277 0.5489321965791806 22.848875009534794 34.87879121821042
SN955 4 3 60679.30185518607 0.08488396651473859 21.389004766169762 0.19307686088116288
SN956 9 3 60911.36615408794 1.330524337094318 22.90317111710425 164.7009896334908
SN958 13 5 60669.11619449107 0.4101129476680816 21.9105952436663 24.942466791768368
SN959 15 3 61214.37827212491 0.7227201198922543 23.421101478102123 28.92801103644926
SN960 16 4 61078.31210775639 0.5945978089173121 22.544563690376208 2.5688601643388225
SN963 0 0 60991.27106988702 0.7187305471209294 22.714670813079707 21.79372494509496
SN965 16 5 61146.41137787165 0.3798038254291178 22.167313759599004 4.62793281898572
SN970 8 4 60598.35097721888 0.3412709683307509 22.99748378612527 20.142609179053284
SN971 10 4 60267.330334545724 0.7557006812170661 22.25690928445097 77.45509002198007
SN972 25 5 60682.32881399613 1.6063706286909907 22.7169691809747 59.624363659447454
SN974 14 4 60950.05248360676 0.9623916113685378 23.657504310691344 94.74794283570975
SN981 7 4 60732.31425260817 0.9850113952747033 23.081314362084214 34.87304549461214
SN983 9 3 60336.2730342196 0.3401382654472318 22.373878002157248 12.373069289643361
SN985 3 3 60948.091831169804 0.5118678293243856 22.129627519567755 9.966751110349673
SN987 3 3 60956.333310802795 0.3329069190241387 23.895598497587805 22.33704228895536
SN989 4 3 60886.36200874402 0.29146868684706845 23.071363269721402 2.313049771082401
SN994 2 2 60635.273706789456 1.0414069571986295 19.938959083120565 8.536335214970489
SN998 6 3 60274.32525893351 0.3780462763768328 23.314376115655374 15.818528088632867
SN1000 9 4 60718.36516063064 1.1322321473936976 21.97613770606352 13.862870193523493
SN1001 15 4 60863.296894011764 0.6980614702235375 22.574538359026185 2.2018246285589713
SN1006 4 3 60899.22225902784 0.42816429934907063 23.321904566711076 20.249728025000604
SN1007 1 1 60754.38402791084 0.27130820240324255 21.44381458042855 25.641581822575606
SN1009 6 3 60367.177987795854 0.20950557709554757 23.268235033408832 3.281318925499524
SN1011 7 4 60690.309842912226 0.5028395913847599 22.495309402651642 10.326317575118551
SN1013 7 4 60604.30255236339 0.5810679203548685 22.11468456210273 4.111313371972728
SN1014 5 4 60688.34740290002 0.2547552643661088 22.530032094767723 2.0488835509097476
SN1017 5 3 60690.306254767835 0.5657527557494627 21.123523144703327 5.801976535003226
SN1018 6 3 61003.10358022192 0.11191296240644892 23.220612553293 2.4424564333024863
SN1022 13 5 60955.2073272755 0.7243660667080337 22.14358492753749 8.769354158628001
SN1024 10 4 60897.3509527823 0.4094086115609569 23.096666401149385 42.41897729551495
SN1025 6 4 60540.28105450543 0.2535675455258797 22.695119438742182 4.301418879887476
SN1028 5 4 60870.422533255645 0.677981283841793 22.755768910011447 14.676199334859593
SN1029 7 5 60721.22789283172 0.4319212076047883 23.000060516847896 45.79112727433063
SN1032 15 4 60865.33735769139 0.7356558306939037 22.969550981723568 24.75760592472681
SN1033 11 4 61246.409941242004 0.468260720047972 23.120101826227092 20.736412621729333
SN1038 2 2 60647.24055556364 0.38316049341835634 22.11813221632476 6.275509087420071
SN1040 5 4 61225.38140118443 0.6871524373555953 22.729997294344884 74.25612959551604
SN1041 10 4 61234.04049225314 0.30117138176082403 22.28168210557939 23.929752675820183
SN1043 25 4 60366.370373139274 1.0432902596161984 21.597818962297076 64.62754916888748
SN1046 4 3 60931.403882568455 1.3459031252955795 21.899590549583813 22.786426397374154
SN1047 6 3 60548.36517064404 1.348267504627082 22.952278948841098 8.882359222480087
SN1048 4 3 61161.2470940164 0.6743026958651516 22.668370039503703 6.3737855601636975
SN1050 6 5 60241.11366430225 1.351787290795485 23.225011755183232 4.368971080390073
SN1051 13 4 61268.41179454507 0.40846391113498903 22.587959627313104 26.634698890187522
SN1060 11 4 60574.39408174015 0.6027060084614675 22.952117821731413 30.57707705787854
SN1062 9 4 60656.22399249701 0.21874715299816985 22.62173000359857 7.313355054830657
SN1069 13 4 60924.33615901159 0.4447785829083566 22.679076817919757 20.326680719566014
SN1070 9 4 60852.3585605355 0.1527125585085619 23.24184913704918 3.338580218908637
SN1073 2 2 61122.290903957364 0.9781556484743837 22.40632163208744 84.93993927872141
SN1074 12 4 61009.32423635762 0.7736382498755444 22.35599826167053 25.261766049382075
SN1075 4 4 61195.29563806558 0.3165841915487248 22.17427637427817 15.626121802199405
SN1076 4 3 60393.4023658228 0.29296549345487777 23.073295561591685 9.670432856630777
SN1077 7 4 60409.237551737446 0.48633957525201493 22.04338116232411 10.985726096494222
SN1079 11 4 61121.32140857203 0.7864901803748482 22.22956947721076 11.225732623533547
SN1085 11 4 60574.38542122057 0.3494770316841676 22.737565841938313 33.521760076912344
SN1087 12 5 61063.2786384513 1.1527364383880112 21.890006972993497 33.013503946216574
SN1091 0 0 60720.35584328448 1.650400044005409 20.360748399030136 105.36661156946943
SN1092 8 4 60422.34168146816 1.1227063440466327 21.83521227145922 13.996358813984198
SN1093 5 3 60649.31741084725 0.7968610614707842 23.29693352585285 43.898156632601854
SN1095 12 4 60250.35160213009 0.8152672845791081 22.97913496637311 19.71588506249992
SN1098 27 4 61049.30801781244 0.45762454840509253 22.354301038296928 17.72625821949607
SN1103 10 5 60275.08837643029 0.1340433536604197 21.273385981679816 0.45789199113153867
SN1106 15 4 60394.29414515624 0.9350931997726186 21.938261470448467 1.9264212119516686
SN1107 6 4 60242.11130411519 1.0019284552682437 19.810584404126757 6.106250250290789
SN1108 9 4 60867.352512826255 0.42941918748119107 22.543845238888537 3.6861668941442742
SN1110 5 2 60599.37681161993 0.06989544241746659 22.393267946047118 2.013608402864707
SN1111 7 3 60730.24347622959 0.22828188358525311 22.645853129878326 5.632846163682146
SN1112 12 4 60574.35770347691 0.09580606967675516 22.228800910780187 0.9859786247717424
SN1117 7 4 60272.31553702048 0.7171288614225578 22.623706815155884 13.183529391960109
SN1122 8 3 61007.294321829926 0.650900951308451 22.079803619246178 10.773808982459848
SN1125 0 0 61187.40976442996 0.22257972160327977 20.126845938578384 2.6335980313620606
SN1126 8 5 60665.331896337084 0.5675357472993516 22.452692204223737 4.208655090119674
SN1130 9 3 61226.40040778549 0.19848888359403957 21.043576035292958 3.6590615758294547
SN1134 7 3 60912.01178789512 0.08115618481010432 22.671883986395617 7.717887697646346
SN1137 6 4 60326.18398407652 0.44203309370383 23.030859760586075 80.80564762032309
SN1142 6 4 60276.35573689853 1.165183223724997 22.172765818385557 81.36165654627884
SN1144 13 3 60955.25871928424 1.1531568308085929 23.293564215408644 31.004012981875825
SN1145 17 4 61054.34219093629 0.8216965805878951 22.656065279275936 22.18722023542906
SN1147 11 4 60932.39666153774 0.43707654414334446 23.05254501988919 19.165091071461973
SN1150 11 4 60280.34326254886 0.4239669048852695 23.14548776614546 11.405480542292398
SN1152 4 2 60766.40912163687 0.6276349838140629 23.103269641349037 4.332311584465654
SN1156 5 4 60461.079240845786 0.44907149210421116 21.597006567629425 5.067004276986299
SN1158 14 5 60396.10518174511 0.4160674766688099 21.355948236639662 2.5309469083691782
SN1160 1 1 61194.39917348721 0.5957324161117338 22.63633225462405 14.93008429850051
SN1165 17 4 60373.35676297096 0.9615683766701529 23.167417317934287 40.8178507731969
SN1169 9 4 60988.13967089718 0.7900788092264823 22.216015426600222 9.31791427731105
SN1177 12 4 60866.4326255309 0.481853046307839 21.108945923038874 11.139888871335428
SN1178 11 4 60996.32340532436 0.24730265285390413 23.53887437351912 12.66785974972812
SN1179 6 4 60781.395989583754 0.8707156046198296 22.922234613105495 13.636373850685713
SN1185 4 2 60502.38344524282 0.3212591180352158 22.74751285438154 18.792731211480348
SN1188 9 4 60561.40515924712 0.6537560239639523 22.925286581041913 23.94061993133971
SN1191 6 4 61075.318143719865 0.3838004017876112 22.67787701004979 14.286239416551389
SN1192 7 3 60634.34672983903 0.24258881327090293 23.172571423934084 7.567842981663654
SN1201 0 0 60976.351588936624 0.31292086655739293 20.414027479181712 10.514621682743886
SN1204 6 3 60360.396466621794 0.8299141733202353 21.980035064879104 2.829022891888619
SN1209 2 2 60681.16704867147 0.9524486951702048 21.038360706944633 9.355534376045448
SN1210 0 0 60810.42009517253 1.0633955318020687 21.670806046467213 8.90333549841949
SN1212 3 2 60966.36899842092 1.0458973655391723 22.36129814830968 65.80413393314394
SN1214 17 5 60948.351336900174 0.667583128255017 21.87695267709484 24.07434740099092
SN1215 4 3 60682.32636758944 0.43814444970042343 22.125395440106686 12.172841846066916
SN1217 12 4 60396.289158769614 0.6683223252436703 21.58119319487838 3.8401507953985274
SN1218 3 2 60685.282961813544 0.24181775874233877 23.864072274671933 23.490264803897716
SN1220 2 2 60725.38999335015 0.3713826265679138 22.84819393108109 9.688158196474253
SN1223 11 4 60289.34151310478 0.9900391379752038 22.796022327293805 50.013068044158615
SN1224 2 2 61189.426080374215 0.30453826121750577 22.201198004259844 7.79735855230986
SN1225 5 3 61044.34467167499 0.4435449739014091 23.212951900133767 23.321303955522243
SN1229 5 3 60378.40117409451 1.3102074143658338 21.78065743919202 13.166481020189135
SN1233 1 1 60956.326863862414 1.4841750357086152 23.151483160711372 224.87972668437519
SN1236 8 5 60344.062808606905 0.07760020148522842 22.11740787983969 2.8997979845604074
SN1238 6 4 60924.20055482124 0.7050788561433828 22.07041638149206 30.237865878409647
SN1239 9 4 61037.04229928469 0.9110984241892004 21.042164373922503 5.219991338510102
SN1247 13 4 61060.3260728328 0.8307240476422025 22.775762020414298 11.397147316954744
SN1249 9 4 60261.26313744318 0.5371480971352276 22.649636395690898 2.317996100360843
SN1253 4 3 60735.302889724924 0.3243993705284286 21.718892968505337 1.8998389000409146
SN1254 11 4 60244.20539323254 0.5866921390413062 22.514581029248724 45.7819635417162
SN1256 13 4 60362.36810041773 0.7319800446958376 23.16975869925151 23.04744359750906
SN1257 7 4 60866.33703371461 0.41888020427893646 23.106019378886934 8.740657466329012
SN1258 18 4 61244.08831867613 0.7604828106233765 22.593985601747946 23.990059154415214
SN1259 8 5 60704.32211746847 0.4394828457896735 22.587620664879708 3.094597851911045
SN1260 3 3 60368.38730526507 1.0362911584013064 22.44612423596258 5.523527903911635
SN1262 5 3 60649.31741084725 0.6584756226824157 22.668311152776454 6.045398264955148
SN1263 3 3 60725.39229046107 0.28111183791152083 21.601055366242395 6.344574221064045
SN1266 3 3 61043.28855877574 0.3846682073168044 22.451992933664066 9.894683110141383
SN1274 3 2 61089.219144581264 0.4108065312347451 21.876507824661637 3.0239587578839617
SN1277 11 4 60924.333011997835 0.1295942464424 22.212078660378594 11.59065308150596
SN1278 2 2 60484.406054581 0.4017377996297037 22.713948537477002 7.89746874368043
SN1280 3 2 60986.35873882372 0.875404278838032 21.266048879516056 87.94263848635374
SN1281 5 3 60404.2653029455 0.3242395519990737 22.17807661610744 3.1094832902642136
SN1285 6 4 60370.396629636656 0.585545720937098 22.86181165205062 27.3468980111345
SN1286 8 4 60867.35204857733 0.12221466332989547 22.405299731152773 1.2334585474314084
SN1287 21 4 60893.31146302034 0.8085698978352275 23.284100879058258 39.86603609570929
SN1290 3 3 60662.32362883702 0.05032510478266645 23.022780073173216 0.14901196719715074
SN1291 6 3 60961.26498401864 0.8526056303815471 21.876714632731073 69.23007392771177
SN1292 7 4 60781.36728312692 1.13954967309261 23.1701182432541 102.36734218507456
SN1295 7 3 60261.27521668179 1.3314391268577972 23.91568057883388 36.868294356363116
SN1298 12 3 61082.31420231121 0.3064814660735266 22.609220748707678 22.812087911773055
SN1299 32 5 60868.38319315077 0.5892798447919086 18.462240775285508 50.75793072324491
SN1300 16 4 60246.29703845727 1.4180444022754617 22.988451266081178 66.93945288794488
SN1302 7 3 60717.328843315234 0.9595423596381631 22.793588343979174 93.15279779383894
SN1306 0 0 61135.41767004056 0.7360476825548558 22.200899469546947 80.59966668755476
SN1308 4 2 60399.382547337984 1.6270095006039638 20.99841810402384 42.27762364789476
SN1315 4 3 60366.36192061305 0.5723712816490386 23.095742323558813 22.875301542515395
SN1316 7 3 60332.35121360919 0.33473859454197874 23.100134431290428 5.5052583543747975
SN1321 5 3 60868.247924815616 0.21081956427903026 22.883765838265873 2.963937361534088
SN1322 7 4 60307.25714191818 0.45514617700807347 20.918690082076736 4.495572674983349
SN1323 2 2 60426.1165608631 0.21649291908330334 23.173845088344372 28.962816941414157
SN1325 4 3 61086.37711701902 0.39183991605417473 22.873784367820356 17.105444218560777
SN1326 8 4 60735.29785731259 0.8468423828686223 21.181185329191635 10.099795085196632
SN1330 7 4 60350.379302124835 0.5866356893715592 23.29533524617441 57.73086708879819
SN1331 9 4 60318.362218230126 0.827250221766162 23.667348491046468 39.81541529535025
SN1334 6 3 60705.291705520336 0.6743026958651516 22.688732651859922 6.004297522470553
SN1335 7 3 60699.358985253464 0.6560116558124194 23.031659248324246 22.462849890518747
SN1336 7 5 60302.145242881124 0.47045131012359204 22.384607328564762 17.025550486854424
SN1339 15 4 61190.39970561618 0.8063189236298938 23.366070040858787 30.57656942782264
SN1347 4 3 60658.34126184594 1.1033939875743242 22.83289482725536 26.811302599718623
SN1350 4 3 60490.43530738641 0.28931727619689684 21.309327278783027 4.0379302951271
SN1354 17 5 60395.16083354965 0.9142083265166232 21.501154749777086 20.48294212308301
SN1357 11 4 60485.353205681386 1.2924373671306135 22.37820536443745 37.97188558543985
SN1359 3 2 60778.37137918675 0.24333344894108364 23.117713333576397 18.039844873292044
SN1360 2 2 60876.1535518912 0.653744512048205 20.969064550974153 18.5560386098032
SN1362 7 3 60635.332861896124 0.2857968075362096 23.142678751351355 12.974472552291093
SN1365 5 4 60688.34965323384 0.5842024148394462 22.56675403892039 16.548150108199856
SN1366 10 4 60641.23857955611 0.9641054759576781 22.53245215010977 53.42424158419658
SN1367 5 4 60688.34830014786 0.22767458990392866 22.505313093024213 7.4626159999658
SN1368 18 5 61224.14570396358 0.22074337658062304 22.593266240104427 8.838632717631619
SN1375 19 4 61033.316985196456 0.883419600666584 22.029151972617562 20.998514317439486
SN1376 5 3 60344.10910252752 0.158113119701245 23.542568486956334 8.968820053750985
SN1378 8 4 60848.31745794187 0.5129628024749237 22.57529297502606 11.403560553513342
SN1381 6 3 60460.347066957554 0.6310530295689527 22.895215998165924 35.820726936858605
SN1385 1 1 61215.160375253035 1.2162361310839997 22.459903128143765 20.89454843128
SN1389 2 2 60968.34524253483 0.6245948701491157 23.069017675958257 16.858831060518465
SN1390 2 2 60330.22672845273 0.15924061264768102 23.003714716441053 9.257906918346762
SN1392 11 4 60284.34063226048 0.5052280099035504 21.84390796249414 11.390970072818583
SN1395 7 5 60680.123549954864 0.2700169109963147 23.382396926896348 33.46075561658036
SN1400 14 5 60679.36179949204 0.7922284587140485 23.234133301874962 51.192669336665595
SN1401 16 4 61069.31572834971 0.7065709378728023 23.111898045231754 27.22500872444341
SN1405 1 1 60754.40779521095 0.47252107187069353 21.114638610516963 44.83158260025239
SN1408 14 3 60362.36029876904 1.7085143250462884 22.980484461576893 108.66584110515475
SN1409 4 4 61190.22977390562 0.2946795726482178 22.536449278000138 9.841160854151827
SN1410 7 4 60886.2569835208 0.5158584137581342 22.527410003982133 43.9932763729108
SN1413 10 4 61077.21333760501 0.3004333942497692 23.085808086299078 4.8160144041002955
SN1414 15 4 61081.38784166929 0.21351442687753736 23.5821054387794 11.67282172382859
SN1417 7 4 61213.98718480669 0.45093736810329815 23.115159155151023 13.84985860898123
SN1418 5 4 60632.34498064892 0.39466067976051095 20.056324711298387 5.227067482863504
SN1422 14 4 60889.14792792904 0.46483718726574097 22.28799614619451 11.671031668613555
SN1427 7 4 60705.377306937495 0.08947693098113331 22.87677354300171 4.723037961732195
SN1435 13 5 60540.19385889886 1.5632330742423843 21.58304242699258 22.016010605032207
SN1440 5 4 60662.3141305689 0.42520730949551544 22.42724817505224 10.572057610943938
SN1447 7 4 60362.31770525597 0.6967127507802906 23.18550491400105 6.977594933835628
SN1450 6 3 60870.37561699269 0.7970711626270667 23.17844046916978 14.049803453384111
SN1452 4 2 61088.24714412255 0.30442235794266326 22.290972871973338 0.9248979035297529
SN1453 2 2 60808.3322336617 0.630504971472095 22.926966738849256 15.442668952597584
SN1454 10 4 60689.32359307915 0.5045002954646348 22.84410016630854 29.685324799694207
SN1457 1 1 60920.14417368675 1.413142842146379 21.213393234846013 19.233822071261667
SN1459 6 3 60704.18940490391 0.5045612230143667 22.30088265424721 10.175078227457751
SN1461 6 4 61144.36769167886 0.18192684270537818 22.946916837617927 2.405990856472436
SN1462 17 4 60543.408801190846 1.283523731924966 22.95459573111514 47.01992846086857
SN1465 9 3 60299.300307895224 0.386003616700757 21.838886892270455 7.649719403124995
SN1466 13 4 60247.279179016026 0.24211656952950542 22.424840155464388 1.2362193225179534
SN1467 6 3 60730.370423448505 0.7528075413922518 22.459980223814398 12.378333818487889
SN1469 12 4 61072.31735829347 1.5237160493401958 23.273637976293436 103.73865254779986
SN1472 2 2 60976.35069316739 0.5267151158632113 22.987830344627046 22.975601322701216
SN1474 1 1 60879.30910398262 0.8851868112208148 22.03993839662941 64.84925977143573
SN1475 6 4 60378.328426356115 0.08880745122225502 22.951162730412058 1.3180566685050374
SN1477 7 4 61214.42886977725 0.3316545195748842 22.23134835707466 7.9146794702170515
SN1478 9 3 60991.180839114095 0.2439639684636152 23.054627051234984 2.5886565226403793
SN1481 4 3 60634.2951279812 0.4188233465021596 22.02677642244168 5.193520196463222
SN1484 5 3 60851.43569977716 0.23163632780716834 23.615255681036714 17.36135882935087
SN1486 10 5 60639.32589758611 0.3369755723703517 21.951956996537767 4.6348264929278535
SN1489 3 2 60748.31163660052 0.6685603441299262 21.51922632497659 5.407575272475509
SN1495 13 5 60601.2826791801 0.9345337701065545 22.841965773634158 28.716742255741625
SN1498 1 1 60685.3609982079 0.4942241460751677 22.742288883631872 9.919711117973234
SN1499 10 4 60571.40415727004 0.5430674046401831 21.95200700803041 9.404383165935164
SN1505 15 4 60914.23316713228 0.9472413101361487 23.176159571932303 26.344360354255002
SN1507 0 0 60808.43113573082 0.5129924935464851 20.817967186148124 36.26681824383164
SN1508 8 3 60956.09759610872 0.8679769110325082 22.732022173081354 13.769053216962709
SN1509 5 4 60748.306247683766 0.5444450980886655 22.31019660802744 29.82580213846457
SN1511 6 5 61227.32539163715 0.19505930753079503 22.204657050812607 3.2782945145163267
SN1512 4 2 60492.382155224994 0.5594309072135148 22.382983649527638 16.027460637466955
SN1513 6 3 60398.38850163515 0.9536575401459179 23.372808374745837 34.29338421848232
SN1516 3 2 60505.34237019621 0.3390233590410261 22.662615149987737 3.6320880968499027
SN1517 0 0 60987.30900498864 0.32148171553540167 21.62832306866441 9.934542738137226
SN1520 8 3 60696.29321424666 0.2521692971611621 22.28329656603554 1.9030047932928382
SN1523 19 4 60995.29797452487 0.55037863678754 22.793449685522525 6.703321746239967
SN1524 11 4 61069.05518878899 0.6086750991303198 23.39057591164645 34.19625792193066
SN1530 9 4 60350.37793687762 0.3150800120492636 21.93574295499101 1.3224792764993396
SN1532 11 4 61133.102368828884 0.26139275452555677 22.09752395471748 1.0264010667368078
SN1534 19 5 60336.26730433732 0.8064878876625526 21.954438677440876 24.587185247307893
SN1544 3 1 60406.41583048609 0.9555238369143632 22.96242589421056 16.481237729623505
SN1548 3 3 60974.22663872824 0.6374626715689788 21.55593869538677 3.386713757882295
SN1550 4 4 60691.22913473634 0.503366636219975 22.146753155278695 7.581719142727074
SN1552 11 4 60882.42478656673 1.487094223896422 21.17331461011029 10.305017454547524
SN1555 5 3 60686.351605515294 2.0719270860239316 22.222157905953907 73.9477313296101
SN1558 0 0 60867.33223793382 0.35095016908283705 20.18711947253401 0.479883719295918
SN1561 14 5 60941.35061092443 0.25705236525127434 22.95471511014297 8.27530029888074
SN1564 4 3 60751.37180654247 0.0697413915952727 23.048035972287376 1.4425826522971699
SN1565 6 4 61062.102806073504 1.874559834609371 23.08832574001724 78.27752350918242
SN1566 9 4 60321.36954598347 0.4509520531416968 22.828213824586804 9.148338641224992
SN1571 18 5 60931.31672801715 0.3299143924617677 22.97271974234676 12.872873904024377
SN1576 9 3 60506.43062865865 0.6392114984896979 23.177152909223786 37.612878482586225
SN1579 3 3 60460.9780249625 0.18212631476276026 22.61397149949149 12.66577885430728
SN1581 17 4 61098.35724239789 0.2007487717287054 22.981186489381365 11.908293977227085
SN1583 4 3 60484.40515957823 0.37286433897889415 22.85828259737991 1.4096442721923723
SN1587 13 4 60847.36267569274 0.21382781999390651 23.01668965282642 9.360361957681656
SN1588 11 4 60866.333440568145 1.1994293630061708 22.3557883087298 18.969476105784224
SN1589 8 4 61104.29474911658 0.20262476363388943 23.363507949646632 12.070891306379007
SN1592 4 4 60503.1972589438 0.4312453399724621 22.303914862688046 3.5220513123519486
SN1594 8 4 60261.09390192103 0.9130367847857527 22.846537721305765 14.269644522961856
SN1595 12 5 60639.32589758611 0.4546390653924382 21.48335700167891 6.97984951777486
SN1599 3 2 61122.2877303847 0.8533739790891874 23.13592119127999 63.55784022657412
SN1601 6 3 61259.386931629124 0.2619800517265935 23.441316809200693 17.683181322078152
SN1604 11 4 61054.338928684825 0.41264147231787085 22.71993393836378 6.149964045715206
SN1605 8 3 60948.321349829035 1.3333346597978175 23.125983107098 21.330607882966493
SN1609 11 4 61259.26177387892 0.6733330742954085 23.26225460358478 31.505094304137437
SN1611 5 3 60357.282394600086 0.9085606256126453 22.382332581120362 20.85680139267988
SN1613 22 4 61044.31186041637 0.14283081421861443 22.97534467859618 18.618325901555416
SN1614 3 2 60763.364402350024 2.0128210294881814 22.936980826140385 58.448220442823875
SN1617 13 4 60599.26460998205 0.5808887072723611 22.484303659920293 16.338912262290854
SN1620 4 3 61096.24582887898 0.23668341755325703 22.008215630663912 18.98141691563713
SN1621 2 2 60968.34613902439 0.7662197646138086 22.10088206481634 71.51046640243138
SN1622 6 4 60748.135107038644 0.7700430662416331 22.212869555837752 23.91238331128667
SN1623 4 2 60850.28525908388 0.22085851034611775 22.105832783296155 14.210574482600776
SN1626 3 3 60951.317121875385 0.3145943301421398 21.136987472950402 8.4439432916104
SN1628 9 4 61128.01835172618 0.7836020853132305 22.68935566694729 35.049940906832155
SN1631 12 4 60335.37436478216 1.061628582074412 21.958961243502955 29.92654854199088
SN1635 5 4 60696.321880203526 0.3438296064393045 21.899430875099995 8.734121822247946
SN1638 14 4 60973.351059224566 0.35148395847622044 22.10332538446387 3.271541829734821
SN1640 4 3 60875.305805169744 0.56465961169563 22.691492434547534 24.492778861914868
SN1641 4 4 60987.30675492548 0.5031936513021597 22.043813422626222 4.584084229013299
SN1645 1 1 60382.40312846139 0.4837281596864242 20.70533517718977 11.649633942639461
SN1647 6 3 60396.410237221 0.5089699464116222 22.563814374382773 49.246691589357496
SN1648 6 4 60394.37100952326 0.9719833056676612 22.250358473562038 219.64992646501514
SN1649 16 5 61100.12253445467 0.41961516246217445 21.485116251291764 10.648927647020134
SN1652 6 3 60629.313544027835 0.49451857656494475 22.0643922379922 0.38995694133126046
SN1655 6 4 60588.36550967583 0.4237254670211506 22.775612080757952 6.560710671711654
SN1657 10 4 61190.36378829994 0.5531460411663485 22.62755268186253 11.820250157146173
SN1658 6 4 60719.3078185568 0.7735311474776478 23.32084854172306 29.11861724131122
SN1661 6 3 60629.31264950032 0.24619171108545243 22.71093784135246 5.0574868699232205
SN1663 7 4 60261.015309100636 0.5320725915947803 23.20195146629512 22.902710665663356
SN1664 43 5 61082.37196668697 0.8448892652049974 22.437500152296185 52.40300613279561
SN1667 8 3 60524.03202936996 0.6716408990030936 21.767620443502544 6.446619560684354
SN1669 17 4 60275.335384340375 0.6641085620973894 21.47787480599999 2.882220878470659
SN1670 7 3 60502.42938905874 0.9758486868720813 21.424837849100356 21.01491280285029
SN1672 10 4 60349.1960352887 0.40482332744603255 22.835323915462087 4.391860049106233
SN1673 8 4 61258.394930966184 0.22231923496353273 22.819087330378665 3.039486981033449
SN1674 7 4 60332.35121360919 0.38538471373060923 22.269419648931706 9.79664004071049
SN1681 5 4 60232.07167047061 1.1361951091914102 22.424163457768394 91.23309447085748
SN1684 4 3 60719.35399321587 1.0201494036829757 22.889134834021284 127.68611214161777
SN1686 10 3 60582.38479512989 0.5729760327470853 21.801806657640967 14.965943777687777
SN1694 5 3 60564.269451294145 0.413369841479397 22.944190350663057 9.696130255318572
SN1696 5 4 61092.175251419154 0.2072570203910893 22.76776857710447 7.042644344415068
SN1698 6 3 60934.21607858395 0.32484657650883214 22.662895192923834 2.016599693657977
SN1707 1 1 60972.245037092594 0.47390207627850445 22.16256757115152 16.91066871759976
SN1710 8 4 60947.20070966865 1.144707620701163 23.26933883356675 21.516057319928294
SN1713 16 5 60937.32795906471 0.23550904644955217 23.08997862057148 12.48516573922687
SN1719 7 3 60849.02971435558 0.49804774240969757 22.63417496160085 32.94695146207624
SN1722 6 4 60523.333304580345 0.6210419094888798 22.086418553550576 14.73658205250891
SN1725 10 4 60694.09672230186 1.1380425153435576 21.598326059880563 31.289149264069003
SN1729 3 2 60747.33551822287 0.3839757396706066 22.26278201288171 3.326906669456716
SN1730 0 0 60866.37578886937 1.0193019854196723 21.521275814087538 101.88063730103046
SN1731 8 4 60704.318737276655 0.2804335792750238 22.823352039355523 8.671895983933947
SN1735 14 4 60310.355699580046 1.251713825552268 22.611662445526342 85.20053218650173
SN1740 3 2 60483.320435344875 0.6378292762689777 22.72517336264235 8.913885160182021
SN1741 10 4 60303.066695223395 0.614553239518441 22.457412850147367 23.74073893759519
SN1745 10 4 60992.25022239024 0.863276843928387 23.294296815968057 21.996760493610402
SN1747 10 4 61226.212785238575 0.5111453545682619 21.659658602095647 25.12296956571744
SN1748 5 3 60314.11575438617 0.058312890981069086 22.167575142438917 0.5353403719536182
SN1751 6 3 60765.322497209694 0.4454363596329931 20.587172617492342 1.4982755443121776
SN1753 2 1 61089.21958851793 0.3474978540146036 22.211632858638737 8.457865172093973
